Step 0
1 13.0 0.2743237018585205 52.0 | 4.0 | 6.153846153846154
2 36.0 0.5364358425140381 144.0 | 8.0 | 13.88888888888889
3 36.0 0.5364813804626465 144.0 | 4.0 | 17.22222222222222
4 60.0 0.6681210994720459 240.0 | 22.0 | 57.333333333333336
5 100.0 1.2516851425170898 400.0 | 8.0 | 46.44
6 109.0 1.353644609451294 436.0 | 2.0 | 34.89908256880734
7 104.0 1.162243366241455 416.0 | 6.0 | 61.38461538461539
8 45.0 0.5044262409210205 177.0 | 22.0 | 58.62222222222222
9 172.0 2.0494978427886963 688.0 | 8.0 | 29.25581395348837
10 172.0 2.0495474338531494 688.0 | 28.0 | 52.02325581395349
11 248.0 2.730231285095215 992.0 | 2.0 | 53.96774193548387
12 120.0 1.2936458587646484 480.0 | 6.0 | 57.85
13 268.0 3.087661027908325 1072.0 | 8.0 | 57.134328358208954
14 96.0 1.0381336212158203 384.0 | 4.0 | 47.041666666666664
15 133.0 1.44712233543396 531.0 | 14.0 | 60.255639097744364
16 136.0 1.4727954864501953 544.0 | 2.0 | 43.76470588235294
17 247.0 2.700911045074463 985.0 | 12.0 | 55.27125506072875
18 96.0 1.0460944175720215 384.0 | 4.0 | 47.041666666666664
19 109.0 1.1961557865142822 435.0 | 28.0 | 69.39449541284404
20 112.0 1.230210542678833 448.0 | 4.0 | 53.892857142857146
21 273.0 2.988778829574585 1092.0 | 20.0 | 53.28937728937729
22 207.0 2.2770018577575684 825.0 | 2.0 | 44.11594202898551
23 168.0 1.8501572608947754 672.0 | 6.0 | 64.38095238095238
24 144.0 1.5986120700836182 576.0 | 6.0 | 51.763888888888886
25 140.0 1.5614137649536133 557.0 | 6.0 | 49.857142857142854
26 132.0 1.469123363494873 525.0 | 24.0 | 67.45454545454545
27 264.0 2.9313759803771973 1056.0 | 2.0 | 41.34090909090909
28 152.0 1.697401523590088 608.0 | 8.0 | 50.71052631578947
29 104.0 1.1477634906768799 416.0 | 8.0 | 61.61538461538461
30 104.0 1.0994460582733154 416.0 | 6.0 | 46.96153846153846
31 256.0 2.790982484817505 1024.0 | 6.0 | 60.484375
32 112.0 1.1847445964813232 448.0 | 4.0 | 53.035714285714285
33 104.0 1.1551151275634766 416.0 | 4.0 | 63.34615384615385
34 184.0 2.012458562850952 736.0 | 4.0 | 52.28260869565217
35 280.0 3.062941074371338 1120.0 | 8.0 | 58.042857142857144
36 128.0 1.4261927604675293 512.0 | 2.0 | 59.015625
37 288.0 3.140740394592285 1152.0 | 8.0 | 63.18055555555556
38 208.0 2.312086582183838 832.0 | 8.0 | 65.15384615384616
39 95.0 1.0626792907714844 377.0 | 28.0 | 68.0421052631579
40 344.0 3.776341438293457 1376.0 | 2.0 | 58.27906976744186
41 112.0 1.2419016361236572 448.0 | 4.0 | 52.892857142857146
42 108.0 1.1863620281219482 429.0 | 8.0 | 52.18518518518518
43 96.0 1.0474896430969238 384.0 | 4.0 | 47.041666666666664
44 228.0 2.5189106464385986 909.0 | 28.0 | 60.85964912280702
45 72.0 0.7902383804321289 288.0 | 6.0 | 50.77777777777778
46 104.0 1.133631706237793 416.0 | 6.0 | 56.0
47 525.0 5.764910459518433 2100.0 | 100.0 | 61.39047619047619
48 96.0 1.0457017421722412 384.0 | 4.0 | 47.041666666666664
49 184.0 2.010610580444336 736.0 | 6.0 | 47.90217391304348
50 260.0 2.8531548976898193 1039.0 | 16.0 | 59.46153846153846
51 96.0 1.0459444522857666 384.0 | 4.0 | 47.041666666666664
