Step 0
1 11.0 0.4030468463897705 44.0 | 4.0 | 5.090909090909091
2 31.0 0.7956583499908447 124.0 | 8.0 | 18.580645161290324
3 49.0 1.1163408756256104 196.0 | 4.0 | 23.510204081632654
4 53.0 1.188732624053955 211.0 | 12.0 | 40.301886792452834
5 73.0 1.538372278213501 292.0 | 4.0 | 35.50684931506849
6 64.0 1.1608655452728271 256.0 | 6.0 | 37.71875
7 76.0 1.597031593322754 304.0 | 4.0 | 37.10526315789474
8 100.0 2.031991720199585 400.0 | 8.0 | 41.04
9 109.0 2.1920065879821777 436.0 | 8.0 | 42.12844036697248
10 88.0 1.5562448501586914 352.0 | 2.0 | 37.88636363636363
11 112.0 1.9809153079986572 448.0 | 8.0 | 55.785714285714285
12 96.0 1.688669204711914 384.0 | 4.0 | 47.041666666666664
13 104.0 1.8337047100067139 416.0 | 4.0 | 50.88461538461539
14 112.0 1.9705352783203125 448.0 | 4.0 | 53.67857142857143
15 136.0 2.3980190753936768 544.0 | 4.0 | 55.55882352941177
16 96.0 1.681420087814331 384.0 | 4.0 | 47.041666666666664
17 104.0 1.8203380107879639 416.0 | 4.0 | 50.73076923076923
18 96.0 1.6862564086914062 384.0 | 4.0 | 47.041666666666664
19 112.0 1.9572458267211914 448.0 | 2.0 | 62.785714285714285
20 96.0 1.6760201454162598 384.0 | 4.0 | 47.041666666666664
21 96.0 1.6775879859924316 384.0 | 4.0 | 47.041666666666664
22 96.0 1.6779189109802246 384.0 | 4.0 | 47.041666666666664
23 96.0 1.6734883785247803 384.0 | 4.0 | 47.041666666666664
24 64.0 1.1180059909820557 256.0 | 6.0 | 38.1875
25 112.0 1.962738275527954 448.0 | 8.0 | 44.0
26 96.0 1.6842892169952393 384.0 | 4.0 | 47.041666666666664
27 96.0 1.7111189365386963 384.0 | 4.0 | 47.041666666666664
28 96.0 1.7172083854675293 384.0 | 4.0 | 47.041666666666664
29 104.0 1.8558166027069092 416.0 | 4.0 | 50.57692307692308
30 96.0 1.7160112857818604 384.0 | 4.0 | 47.041666666666664
31 96.0 1.7112977504730225 384.0 | 4.0 | 47.041666666666664
32 112.0 1.9997351169586182 448.0 | 8.0 | 50.607142857142854
33 96.0 1.710268259048462 384.0 | 4.0 | 47.041666666666664
34 112.0 2.0043785572052 448.0 | 8.0 | 52.75
35 96.0 1.7001559734344482 384.0 | 4.0 | 47.041666666666664
36 64.0 1.1264588832855225 256.0 | 6.0 | 33.96875
37 96.0 1.6956148147583008 384.0 | 4.0 | 47.041666666666664
38 112.0 1.980133295059204 448.0 | 8.0 | 48.285714285714285
39 96.0 1.6981642246246338 384.0 | 4.0 | 47.041666666666664
40 112.0 1.9567148685455322 448.0 | 8.0 | 54.892857142857146
41 128.0 2.239361047744751 512.0 | 8.0 | 55.53125
42 144.0 2.5261335372924805 576.0 | 4.0 | 42.75
43 104.0 1.8160841464996338 416.0 | 4.0 | 50.65384615384615
44 96.0 1.677365779876709 384.0 | 4.0 | 47.041666666666664
45 96.0 1.6797258853912354 384.0 | 4.0 | 47.041666666666664
46 96.0 1.679110050201416 384.0 | 4.0 | 47.041666666666664
47 128.0 2.243701457977295 512.0 | 8.0 | 49.09375
48 96.0 1.69598388671875 384.0 | 4.0 | 47.041666666666664
49 64.0 1.1479637622833252 256.0 | 6.0 | 35.84375
50 88.0 1.578284502029419 352.0 | 2.0 | 42.31818181818182
51 120.0 2.143057346343994 480.0 | 8.0 | 50.1
52 96.0 1.722623348236084 384.0 | 4.0 | 47.041666666666664
53 128.0 2.2857046127319336 512.0 | 8.0 | 54.9375
54 112.0 1.996058702468872 448.0 | 8.0 | 56.142857142857146
55 96.0 1.7140247821807861 384.0 | 4.0 | 47.041666666666664
56 112.0 1.9771475791931152 448.0 | 8.0 | 53.107142857142854
57 96.0 1.6811296939849854 384.0 | 4.0 | 47.041666666666664
